iter	Passed	Remaining
179	679	3094
180	682	3088
181	684	3077
182	687	3071
183	690	3064
184	692	3052
185	695	3045
186	697	3033
187	700	3026
188	703	3019
189	706	3012
190	708	3000
191	711	2996
192	714	2989
193	717	2982
194	720	2973
195	722	2964
196	725	2956
197	727	2947
198	729	2938
199	731	2926
200	733	2915
201	736	2909
202	738	2901
203	743	2902
204	746	2893
205	750	2891
206	752	2883
207	755	2877
208	759	2872
209	761	2863
210	763	2856
211	765	2845
212	767	2837
213	770	2828
214	773	2824
215	776	2819
216	779	2812
217	782	2807
218	785	2800
219	789	2797
220	792	2793
221	795	2788
222	797	2780
223	800	2774
224	802	2765
225	805	2759
226	808	2753
227	811	2747
228	814	2740
229	816	2734
230	818	2725
231	821	2719
232	824	2713
233	827	2707
234	829	2701
235	831	2692
236	835	2688
237	837	2682
238	840	2676
239	843	2671
240	846	2665
241	849	2660
242	852	2655
243	855	2650
244	857	2641
245	858	2632
246	861	2626
247	864	2621
248	867	2617
249	871	2613
250	874	2609
251	877	2604
252	881	2601
253	884	2596
254	886	2589
255	889	2584
256	894	2585
257	898	2584
258	901	2579
259	903	2571
260	905	2563
261	908	2558
262	912	2557
263	916	2554
264	923	2562
265	926	2555
266	932	2560
267	936	2557
268	938	2551
269	942	2547
270	944	2541
271	947	2536
272	950	2531
273	954	2527
274	957	2524
275	960	2520
276	964	2516
277	967	2512
278	970	2507
279	972	2500
280	977	2500
281	980	2495
282	982	2489
283	985	2483
284	986	2476
285	989	2469
286	994	2471
287	997	2465
288	999	2458
289	1001	2451
290	1003	2446
291	1007	2442
292	1011	2439
293	1013	2434
294	1015	2426
295	1018	2421
296	1021	2418
297	1025	2414
298	1028	2411
299	1031	2407
300	1036	2406
301	1038	2400
302	1041	2395
303	1044	2392
304	1047	2387
305	1050	2382
306	1052	2376
307	1056	2373
308	1059	2368
309	1061	2362
310	1063	2356
311	1075	2371
312	1078	2367
313	1082	2364
314	1084	2358
315	1086	2351
316	1088	2344
317	1090	2338
318	1093	2334
319	1096	2329
320	1098	2324
321	1101	2319
322	1103	2313
323	1106	2308
324	1109	2304
325	1112	2300
326	1114	2294
327	1117	2289
328	1120	2284
329	1122	2278
330	1125	2273
331	1128	2269
332	1130	2264
333	1133	2260
334	1135	2254
335	1138	2249
336	1140	2243
337	1143	2239
338	1145	2233
339	1147	2228
340	1150	2223
341	1153	2219
342	1156	2215
343	1159	2211
344	1163	2208
345	1166	2204
346	1169	2199
347	1171	2195
348	1175	2192
349	1178	2187
350	1180	2183
351	1183	2178
352	1185	2173
353	1188	2169
354	1191	2165
355	1194	2160
356	1196	2154
357	1199	2150
358	1201	2144
359	1203	2138
360	1206	2136
361	1209	2132
362	1212	2127
363	1214	2122
364	1217	2117
365	1221	2115
366	1223	2111
367	1226	2106
368	1229	2102
369	1231	2097
370	1235	2094
371	1238	2090
372	1240	2085
373	1242	2079
374	1244	2074
375	1247	2070
376	1250	2066
377	1253	2062
378	1256	2058
379	1258	2053
380	1261	2049
381	1263	2043
382	1266	2040
383	1269	2036
384	1271	2031
385	1273	2025
386	1275	2020
387	1278	2016
388	1281	2012
389	1284	2008
390	1286	2003
391	1289	1999
392	1291	1994
393	1293	1989
394	1296	1985
395	1299	1981
396	1301	1977
397	1304	1972
398	1306	1968
399	1309	1963
400	1312	1960
401	1314	1956
402	1317	1952
403	1320	1948
404	1323	1944
405	1326	1940
406	1328	1935
407	1330	1931
408	1333	1926
409	1334	1920
410	1337	1917
411	1340	1913
412	1345	1912
413	1349	1909
414	1351	1905
415	1354	1901
416	1358	1899
417	1362	1897
418	1365	1893
419	1368	1889
420	1371	1885
421	1374	1882
422	1376	1877
423	1378	1872
424	1380	1868
425	1383	1864
426	1385	1859
427	1387	1854
428	1390	1851
429	1393	1847
430	1396	1843
431	1399	1839
432	1402	1836
433	1405	1833
434	1409	1830
435	1412	1826
436	1415	1823
437	1418	1819
438	1420	1815
439	1423	1811
440	1425	1807
441	1428	1803
442	1431	1800
443	1434	1796
444	1436	1792
445	1439	1788
446	1442	1784
447	1444	1780
448	1447	1776
449	1449	1772
450	1452	1768
451	1455	1764
452	1458	1760
453	1460	1756
454	1463	1752
455	1465	1748
456	1469	1745
457	1471	1741
458	1474	1737
459	1476	1732
460	1478	1728
461	1481	1725
462	1485	1723
463	1489	1720
464	1492	1717
465	1495	1713
466	1498	1710
467	1501	1707
468	1504	1703
469	1507	1699
470	1513	1699
471	1518	1698
472	1520	1693
473	1523	1690
474	1526	1687
475	1529	1683
476	1532	1680
477	1536	1678
478	1541	1676
479	1543	1671
480	1546	1668
481	1549	1664
482	1551	1661
483	1554	1657
484	1557	1654
485	1560	1650
486	1562	1646
487	1565	1642
488	1568	1639
489	1573	1638
490	1577	1634
491	1580	1631
492	1584	1629
493	1586	1624
494	1593	1626
495	1598	1623
496	1601	1620
497	1605	1618
498	1608	1615
499	1613	1613
500	1617	1611
501	1625	1612
502	1628	1608
503	1631	1605
504	1634	1601
505	1637	1598
506	1639	1594
507	1643	1591
508	1649	1591
509	1653	1588
510	1657	1585
511	1660	1582
512	1665	1581
513	1669	1578
514	1671	1574
515	1674	1571
516	1678	1567
517	1681	1564
518	1685	1562
519	1688	1558
520	1692	1556
521	1696	1553
522	1699	1550
523	1703	1547
524	1706	1543
525	1711	1542
526	1716	1540
527	1720	1537
528	1723	1534
529	1727	1531
530	1729	1527
531	1732	1524
532	1735	1520
533	1737	1516
534	1743	1515
535	1746	1511
536	1748	1507
537	1752	1504
538	1758	1503
539	1761	1500
540	1767	1499
541	1772	1498
542	1775	1494
543	1779	1491
544	1781	1487
545	1787	1485
546	1790	1482
547	1792	1478
548	1795	1474
549	1798	1471
550	1801	1468
551	1804	1464
552	1807	1460
553	1810	1457
554	1812	1453
555	1815	1449
556	1819	1447
557	1822	1443
558	1824	1439
559	1827	1435
560	1829	1431
561	1831	1427
562	1835	1424
563	1837	1420
564	1840	1416
565	1842	1413
566	1845	1409
567	1848	1406
568	1851	1402
569	1853	1398
570	1856	1394
571	1858	1390
572	1860	1386
573	1863	1383
574	1866	1379
575	1868	1375
576	1870	1371
577	1873	1367
578	1875	1363
579	1879	1361
580	1881	1356
581	1882	1352
582	1885	1348
583	1887	1344
584	1888	1340
585	1891	1336
586	1894	1332
587	1897	1329
588	1900	1325
589	1902	1322
590	1904	1318
591	1907	1314
592	1912	1312
593	1915	1309
594	1918	1305
595	1921	1302
596	1924	1298
597	1928	1296
598	1931	1293
599	1934	1289
600	1936	1285
601	1938	1281
602	1944	1280
603	1946	1276
604	1948	1272
605	1951	1268
606	1952	1264
607	1955	1260
608	1958	1257
609	1961	1253
610	1963	1250
611	1966	1246
612	1969	1243
613	1972	1240
614	1975	1236
615	1978	1233
616	1981	1230
617	1984	1226
618	1989	1224
619	1993	1221
620	1995	1218
621	1998	1214
622	2001	1211
623	2005	1208
624	2008	1205
625	2012	1202
626	2015	1199
627	2020	1196
628	2024	1193
629	2026	1190
630	2029	1187
631	2032	1183
632	2037	1181
633	2040	1177
634	2043	1174
635	2048	1172
636	2055	1171
637	2057	1167
638	2060	1163
639	2062	1160
640	2066	1157
641	2069	1154
642	2072	1150
643	2075	1147
644	2078	1143
645	2082	1141
646	2085	1137
647	2087	1134
648	2090	1130
649	2093	1127
650	2096	1124
651	2100	1121
652	2103	1117
653	2107	1114
654	2109	1111
655	2115	1109
656	2118	1105
657	2120	1102
658	2123	1098
659	2126	1095
660	2130	1092
661	2132	1089
662	2135	1085
663	2137	1081
664	2140	1078
665	2144	1075
666	2147	1072
667	2150	1068
668	2153	1065
669	2156	1061
670	2160	1059
671	2162	1055
672	2165	1051
673	2167	1048
674	2170	1044
675	2173	1041
676	2176	1038
677	2178	1034
678	2181	1031
679	2184	1027
680	2186	1024
681	2191	1022
682	2195	1019
683	2198	1015
684	2201	1012
685	2205	1009
686	2208	1006
687	2211	1002
688	2213	999
689	2216	995
690	2219	992
691	2222	989
692	2224	985
693	2227	982
694	2229	978
695	2232	975
696	2236	972
697	2238	968
698	2241	965
699	2243	961
700	2247	958
701	2251	955
702	2254	952
703	2257	949
704	2259	945
705	2262	942
706	2265	938
707	2268	935
708	2271	932
709	2274	928
710	2276	925
711	2279	921
712	2282	918
713	2285	915
714	2288	912
715	2291	908
716	2294	905
717	2297	902
718	2300	899
719	2303	895
720	2306	892
721	2309	889
722	2313	886
723	2316	882
724	2320	880
725	2324	877
726	2327	873
727	2330	870
728	2334	867
729	2336	864
730	2339	860
731	2342	857
732	2345	854
733	2348	851
734	2350	847
735	2353	844
736	2356	840
737	2360	838
738	2363	834
739	2365	831
740	2368	827
741	2371	824
742	2374	821
743	2377	817
744	2379	814
745	2381	811
746	2384	807
747	2387	804
748	2391	801
749	2394	798
750	2396	794
751	2399	791
752	2402	787
753	2406	785
754	2408	781
755	2411	778
756	2413	774
757	2416	771
758	2420	768
759	2423	765
760	2425	761
761	2428	758
762	2431	755
763	2434	752
764	2438	749
765	2441	745
766	2443	742
767	2446	739
768	2450	736
769	2453	733
770	2457	729
771	2459	726
772	2462	723
773	2467	720
774	2470	717
775	2472	713
776	2475	710
777	2477	707
778	2481	703
779	2483	700
780	2485	697
781	2488	693
782	2490	690
783	2493	686
784	2496	683
785	2499	680
786	2502	677
787	2505	674
788	2508	670
789	2510	667
790	2513	664
791	2516	660
792	2519	657
793	2522	654
794	2525	651
795	2529	648
796	2532	644
797	2534	641
798	2538	638
799	2541	635
800	2545	632
801	2547	629
802	2550	625
803	2552	622
804	2555	619
805	2559	616
806	2562	612
807	2565	609
808	2567	606
809	2570	602
810	2573	599
811	2576	596
812	2580	593
813	2582	590
814	2585	586
815	2589	583
816	2592	580
817	2595	577
818	2597	574
819	2600	570
820	2602	567
821	2606	564
822	2609	561
823	2611	557
824	2614	554
825	2617	551
826	2621	548
827	2624	545
828	2627	541
829	2630	538
830	2633	535
831	2637	532
832	2640	529
833	2643	526
834	2647	523
835	2651	520
836	2654	517
837	2657	513
838	2660	510
839	2663	507
840	2666	504
841	2669	500
842	2673	497
843	2678	495
844	2682	492
845	2685	488
846	2688	485
847	2691	482
848	2694	479
849	2697	476
850	2700	472
851	2702	469
852	2705	466
853	2709	463
854	2713	460
855	2716	456
856	2718	453
857	2721	450
858	2724	447
859	2726	443
860	2730	440
861	2733	437
862	2737	434
863	2740	431
864	2742	428
865	2746	424
866	2748	421
867	2751	418
868	2754	415
869	2757	411
870	2760	408
871	2763	405
872	2765	402
873	2768	399
874	2770	395
875	2773	392
876	2776	389
877	2779	386
878	2782	382
879	2784	379
880	2787	376
881	2791	373
882	2793	370
883	2795	366
884	2798	363
885	2800	360
886	2803	357
887	2807	354
888	2809	350
889	2812	347
890	2815	344
891	2817	341
892	2822	338
893	2825	334
894	2828	331
895	2830	328
896	2833	325
897	2837	322
898	2841	319
899	2844	316
900	2846	312
901	2849	309
902	2853	306
903	2855	303
904	2858	300
905	2861	296
906	2864	293
907	2868	290
908	2871	287
909	2874	284
910	2876	281
911	2880	277
912	2884	274
913	2887	271
914	2890	268
915	2893	265
916	2896	262
917	2900	259
918	2903	255
919	2905	252
920	2908	249
921	2911	246
922	2914	243
923	2916	239
924	2919	236
925	2922	233
926	2925	230
927	2928	227
928	2931	224
929	2933	220
930	2936	217
931	2939	214
932	2941	211
933	2945	208
934	2947	204
935	2950	201
936	2952	198
937	2955	195
938	2958	192
939	2961	189
940	2964	185
941	2966	182
942	2970	179
943	2973	176
944	2977	173
945	2980	170
946	2982	166
947	2985	163
948	2987	160
949	2991	157
950	2993	154
951	2996	151
952	2998	147
953	3001	144
954	3003	141
955	3007	138
956	3009	135
957	3012	132
958	3014	128
959	3017	125
960	3020	122
961	3024	119
962	3026	116
963	3029	113
964	3033	110
965	3036	106
966	3039	103
967	3042	100
968	3045	97
969	3048	94
970	3053	91
971	3056	88
972	3058	84
973	3061	81
974	3063	78
975	3066	75
976	3069	72
977	3071	69
978	3074	65
979	3076	62
980	3079	59
981	3083	56
982	3086	53
983	3088	50
984	3090	47
985	3093	43
986	3098	40
987	3101	37
988	3104	34
989	3106	31
990	3109	28
991	3111	25
992	3114	21
993	3117	18
994	3119	15
995	3122	12
996	3124	9
997	3127	6
998	3130	3
999	3132	0
