iter	Logloss
0	0.6483798726
1	0.6023289998
2	0.5637176514
3	0.5261413574
4	0.4874486796
5	0.4540505981
6	0.4251109823
7	0.3950012207
8	0.3660166423
9	0.3383795675
10	0.3135075887
11	0.2922384389
12	0.2688830566
13	0.2526311493
14	0.2354257202
15	0.2204530843
16	0.2070793279
17	0.1920001984
18	0.1791599782
19	0.1666835785
20	0.1567613983
21	0.1473611705
22	0.1379299672
23	0.12994133
24	0.1206582642
25	0.1116812134
26	0.103440431
27	0.09608150482
28	0.09092405955
29	0.08493916194
30	0.07938444138
31	0.07499486287
32	0.07045176188
33	0.0657072703
34	0.06183475494
35	0.05861278534
36	0.0554385376
37	0.05279985428
38	0.0496507295
39	0.04660816828
40	0.04439050992
41	0.04191765467
42	0.03968280792
43	0.03751436869
44	0.03574998856
45	0.03409331957
46	0.03201566378
47	0.03039140383
48	0.02911214193
49	0.02739401499
50	0.02588298957
51	0.0247273159
52	0.02364823977
53	0.02238862673
54	0.02159431458
55	0.02072627703
56	0.01966918627
57	0.01863749186
58	0.01791030884
59	0.01719162305
60	0.01640903473
61	0.01573246956
62	0.01492238839
63	0.01420916239
64	0.01370131175
65	0.0132169191
66	0.01281660398
67	0.01235088984
68	0.0119304649
69	0.01147560358
70	0.01097256899
71	0.01052587191
72	0.01017192523
73	0.009776183764
74	0.009454649289
75	0.009170594215
76	0.008760182858
77	0.008498648008
78	0.00812623024
79	0.007774805228
80	0.007442897161
81	0.00722704649
82	0.006944158872
83	0.006677244504
84	0.006485873063
85	0.006310223341
86	0.00606574297
87	0.005825637976
88	0.005617628495
89	0.005406081676
90	0.005273502668
91	0.005117356777
92	0.004991184473
93	0.004899249872
94	0.004757658641
95	0.004646862348
96	0.004490712086
97	0.004354894161
98	0.004240518014
99	0.004138519764
100	0.004062171777
101	0.003964802424
102	0.003891627789
103	0.003758955002
104	0.003632381757
105	0.003511554797
106	0.003396080335
107	0.003285925984
108	0.003208163182
109	0.003130656481
110	0.003062640826
111	0.002992377679
112	0.002950034738
113	0.002902055581
114	0.002826092442
115	0.002781518698
116	0.002735650341
117	0.002663624287
118	0.002614596685
119	0.002565585375
120	0.002520098488
121	0.002483553688
122	0.002438224157
123	0.002368766268
124	0.002315791051
125	0.002262005011
126	0.002221929034
127	0.002172743479
128	0.002148952484
129	0.002115867734
130	0.002059095502
131	0.00202551047
132	0.001974080205
133	0.001930385033
134	0.001888422966
135	0.001852043072
136	0.001821922064
137	0.001801430186
138	0.001771840851
139	0.001746627291
140	0.001729335984
141	0.001712619066
142	0.001670848529
143	0.00164125373
144	0.001608882149
145	0.001570769548
146	0.001533969045
147	0.001498421828
148	0.001471887032
149	0.001450283925
150	0.00142369012
151	0.001408546766
152	0.001389370362
153	0.001370228132
154	0.001346606712
155	0.001332670649
156	0.001303830445
157	0.001275904377
158	0.001253852348
159	0.001240055164
160	0.001222062409
161	0.00119967858
162	0.001181196074
163	0.001167659461
164	0.001156862974
165	0.00113354375
166	0.001124763687
167	0.00111215055
168	0.001090249419
169	0.001068926156
170	0.001048314869
171	0.001029115419
172	0.001023106476
173	0.001013170679
174	0.001003177762
175	0.0009844345848
176	0.0009662447373
177	0.0009485008319
178	0.0009408652782
179	0.0009246879816
180	0.0009111976624
181	0.0008989326159
182	0.0008910481135
183	0.0008831773202
184	0.0008678074678
185	0.0008564066887
186	0.0008417291443
187	0.0008364737034
188	0.0008300208549
189	0.0008218854666
190	0.000808143119
191	0.0008025076985
192	0.000796627452
193	0.0007903426886
194	0.0007819053531
195	0.0007721874118
196	0.0007670314113
197	0.0007552469273
198	0.0007470443845
199	0.000735261639
200	0.0007237313688
201	0.0007167715331
202	0.0007076241573
203	0.0007012774547
204	0.0006910885374
205	0.0006853600343
206	0.0006784364581
207	0.0006740859151
208	0.0006692088644
209	0.000661850373
210	0.0006568125884
211	0.0006471976638
212	0.0006392473479
213	0.0006309894721
214	0.0006275097032
215	0.0006226733327
216	0.0006168995798
217	0.0006131780644
218	0.0006052399675
219	0.0006019883355
220	0.0005990845958
221	0.0005946523945
222	0.0005890065928
223	0.0005849413077
224	0.0005769465864
225	0.0005708385011
226	0.0005659963687
227	0.0005607885122
228	0.0005567405621
229	0.0005517311394
230	0.0005444119374
231	0.0005394642552
232	0.0005345586936
233	0.0005311648051
234	0.0005292835832
235	0.0005230105917
236	0.000519999216
237	0.000516239504
238	0.0005143561959
239	0.0005112940073
240	0.000508834521
241	0.0005059497058
242	0.0005026353399
243	0.0004986637831
244	0.0004925167561
245	0.0004869996011
246	0.0004838329057
247	0.0004811343551
248	0.000478724738
249	0.0004765491684
250	0.0004724876086
251	0.000469789654
252	0.0004661031067
253	0.000462722977
254	0.0004593467712
255	0.0004573561251
256	0.0004547605912
257	0.0004517132044
258	0.0004484761755
259	0.0004436981678
260	0.0004401060442
261	0.0004381557306
262	0.0004358614981
263	0.0004341652493
264	0.0004314319293
265	0.0004271125297
266	0.0004248260955
267	0.0004225878914
268	0.0004178887109
269	0.0004158603897
270	0.0004131388664
271	0.0004106382777
272	0.0004081597924
273	0.0004081597924
274	0.0004060544074
275	0.0004060506821
276	0.0004054370771
277	0.0004031397899
278	0.0004001486798
279	0.0003970401734
280	0.0003970306118
281	0.0003943109016
282	0.0003917361299
283	0.0003917326033
284	0.0003881406287
285	0.0003840806584
286	0.0003820826113
287	0.0003788606822
288	0.0003763515006
289	0.0003725656867
290	0.0003694746395
291	0.0003667018563
292	0.0003647039831
293	0.0003614742309
294	0.0003579121331
295	0.0003579121331
296	0.0003562198331
297	0.0003536738704
298	0.0003526628514
299	0.0003526626527
300	0.0003513670464
301	0.0003479375939
302	0.0003445247064
303	0.000343319128
304	0.0003433264792
305	0.0003433238963
306	0.0003404140969
307	0.0003392448525
308	0.0003392427166
309	0.0003369153043
310	0.0003341705849
311	0.0003341689954
312	0.0003341610233
313	0.0003331464777
314	0.0003302820275
315	0.0003272042672
316	0.0003241445621
317	0.0003241459032
318	0.0003225222727
319	0.000322524781
320	0.0003208132088
321	0.0003208102783
322	0.0003208102783
323	0.0003208102783
324	0.0003184706966
325	0.0003184755147
326	0.0003163545082
327	0.0003163596988
328	0.0003163596988
329	0.0003140796473
330	0.0003126792113
331	0.0003110392143
332	0.0003110427658
333	0.0003089399139
334	0.0003061941266
335	0.0003061872721
336	0.0003061968833
337	0.0003061902026
338	0.0003034545481
339	0.0003034287194
340	0.0003022958338
341	0.0003005126367
342	0.0002986090134
343	0.0002986057103
344	0.0002972556651
345	0.0002957392732
346	0.000295743371
347	0.0002957391739
348	0.0002957371871
349	0.0002957374354
350	0.0002945635964
351	0.0002945639938
352	0.0002945668499
353	0.0002943997085
354	0.0002944119771
355	0.0002923083554
356	0.0002899421255
357	0.0002899473906
358	0.0002876750877
359	0.0002852545927
360	0.0002831015984
361	0.0002811404566
362	0.0002811324348
363	0.0002811354895
364	0.0002811451505
365	0.000281147783
366	0.0002800477048
367	0.000280047829
368	0.0002783798178
369	0.0002782422056
370	0.0002766972532
371	0.000275121058
372	0.0002751235416
373	0.0002730651697
374	0.0002730638782
375	0.0002718877792
376	0.0002706650148
377	0.000270654882
378	0.0002690558136
379	0.0002690535039
380	0.0002690477918
381	0.0002690477918
382	0.0002677232524
383	0.0002677232524
384	0.0002677249163
385	0.0002655816823
386	0.0002655804902
387	0.000264750123
388	0.0002647522092
389	0.0002647498995
390	0.000263154755
391	0.000263157934
392	0.0002613808463
393	0.0002613697946
394	0.0002613685528
395	0.0002613553156
396	0.0002613344789
397	0.0002613383532
398	0.0002613362173
399	0.0002613364905
400	0.0002602171898
401	0.0002602199217
402	0.0002588226398
403	0.0002571629484
404	0.0002571670463
405	0.0002571587761
406	0.0002571586271
407	0.0002571482956
408	0.0002571553489
409	0.0002571548522
410	0.0002571556966
411	0.0002571572363
412	0.0002571470787
413	0.0002555207163
414	0.0002555235724
415	0.0002555146317
416	0.0002541061242
417	0.0002541110416
418	0.0002541046341
419	0.0002541016539
420	0.0002529590825
421	0.0002512466908
422	0.0002512446046
423	0.0002512446046
424	0.0002512293061
425	0.0002502114574
426	0.0002502041807
427	0.0002502076825
428	0.000250208502
429	0.0002502033363
430	0.0002501918127
431	0.0002495647222
432	0.0002495684226
433	0.0002495595316
434	0.0002482151488
435	0.0002482222269
436	0.0002482222269
437	0.0002482206374
438	0.0002482089897
439	0.0002482089897
440	0.0002482224007
441	0.0002482165893
442	0.0002482149253
443	0.0002482226491
444	0.0002482044697
445	0.0002472227315
446	0.0002472183605
447	0.0002472174168
448	0.0002472240975
449	0.0002472240975
450	0.0002472187579
451	0.0002472112825
452	0.0002472172429
453	0.0002472254137
454	0.0002472187579
455	0.0002472036829
456	0.000247196878
457	0.0002457567056
458	0.0002457509438
459	0.0002457530797
460	0.0002457398176
461	0.0002450603247
462	0.0002450603743
463	0.0002437087893
464	0.0002431890617
465	0.0002431739867
466	0.000243182083
467	0.00024318253
468	0.0002431749801
469	0.0002431828032
470	0.0002431779106
471	0.0002431750546
472	0.0002431649963
473	0.0002431623389
474	0.0002431605011
475	0.000243165791
476	0.000243165791
477	0.0002431634814
478	0.0002431653937
479	0.0002431653937
480	0.0002431653937
481	0.0002431590855
482	0.0002431614697
483	0.0002431614697
484	0.0002431616684
485	0.0002431628853
486	0.0002431551119
487	0.0002431280414
488	0.00024312675
489	0.0002431224535
490	0.0002431287368
491	0.0002431295315
492	0.0002431295315
493	0.0002431155493
494	0.0002431255579
495	0.000243127048
496	0.0002431077262
497	0.0002431061864
498	0.0002431061864
499	0.0002430956314
500	0.0002430875103
501	0.0002430937191
502	0.0002418795228
503	0.0002418716252
504	0.0002418769648
505	0.0002418769648
506	0.0002418760707
507	0.0002418760707
508	0.0002418785791
509	0.000241874059
510	0.0002418724696
511	0.0002418655157
512	0.0002418655157
513	0.0002418715755
514	0.0002418706566
515	0.000241864721
516	0.0002418667575
517	0.0002418588847
518	0.0002418588847
519	0.0002418702096
520	0.0002418654164
521	0.0002418646216
522	0.0002418608467
523	0.0002418608467
524	0.0002418608467
525	0.0002418575188
526	0.0002418547372
527	0.0002418575436
528	0.000241852502
529	0.0002418550849
530	0.0002418513348
531	0.0002418584873
532	0.0002418503662
533	0.0002418503662
534	0.0002418427169
535	0.0002418424686
536	0.000241835614
537	0.0002418378492
538	0.0002418305973
539	0.0002418286602
540	0.000241822054
541	0.0002418336024
542	0.0002418314417
543	0.0002418256799
544	0.0002418218056
545	0.0002418218056
546	0.0002418218056
547	0.0002418291569
548	0.000241815274
549	0.0002418152491
550	0.000241817385
551	0.0002418196201
552	0.0002418052157
